ID,PostTypeId,CreationDate,Title,Tags,Score,ViewCount,AnswerCount,FavoriteCount
"112287","1","2022-06-30 23:04:01","Is batch size of 1 a valid choice for a very deep neural network with high memory requirement?","<deep-learning><training><image-segmentation><convergence><memory>","2","32","1",""
"112288","1","2022-07-01 02:16:27","evaluation of gradient for the subset of parameters using backpropagation","<neural-network><backpropagation>","0","11","1",""
"112289","1","2022-07-01 03:01:19","How to see Latency at layer granularity in a CNN","<deep-learning><cnn><convolutional-neural-network><visualization><convolution>","0","33","0",""
"112290","1","2022-07-01 07:08:11","Asynchronous vs synchronous polling when collecting time-series data from various sensors?","<python><time-series><data-cleaning><interpolation>","0","23","0",""
"112292","1","2022-07-01 08:07:23","Extract Parameter constraints from Natural Language text","<nlp>","0","15","0",""
"112293","1","2022-07-01 08:19:34","A way to perform voting and select a candidate based on nearest neighbours","<recommender-system><similarity><information-retrieval>","1","28","1",""
"112294","1","2022-07-01 08:52:59","does constant input add information in training a neural network?","<deep-learning><neural-network><supervised-learning>","0","56","0",""
"112298","1","2022-07-01 10:54:35","Creating a grid type 3D data array from data points","<python><data><numpy>","1","127","1",""
"112301","1","2022-07-01 12:44:38","What methods I could use to analyze the contingency table?","<statistics><machine-learning-model><data-science-model><categorical-data><bayesian>","1","19","0",""
"112303","1","2022-07-01 13:14:04","Nested Cross-Validation with Small dataset","<cross-validation><model-selection>","2","108","1",""
"112304","1","2022-07-01 15:06:14","Matplotlib Surface Plot over L domain","<matplotlib><plotting>","0","88","1",""
"112305","1","2022-07-01 15:21:17","Problem understanding the forward algorithm for HMMs","<mathematics><bayesian><markov-hidden-model>","1","15","1",""
"112306","1","2022-07-01 15:25:17","Books/Resources about taxonomy learning?","<nlp><books>","1","16","0",""
"112307","1","2022-07-01 16:00:41","(How can) I test my openai fine-tuned model against standard Question Answering benchmarks?","<openai-gpt>","0","8","0",""
"112309","1","2022-07-01 17:14:13","How can I manually add a root node in XGBoost tree(s)?","<xgboost>","1","73","1",""
"112310","1","2022-07-01 17:25:35","Using variable bandwidths in a KDE estimate","<scikit-learn><density-estimation>","0","9","0",""
"112311","1","2022-07-01 17:55:27","Is this article applying a wrong validation concept?","<rnn><validation><gru>","0","13","0",""
"112312","1","2022-07-01 18:29:33","Data Imbalance in Contextual Bandit with Thompson Sampling","<logistic-regression><reinforcement-learning><class-imbalance>","0","62","0",""
"112314","1","2022-07-01 22:32:12","Metric for correlation of two paired lists of numbers","<correlation><similarity><distance><pearsons-correlation-coefficient>","0","17","0",""
"112315","1","2022-07-01 23:08:37","Does the result of scipy.stats.f_oneway and sklearn.feature_selection.f_classif should be equal?","<feature-selection><numpy><scipy>","0","36","0",""
"112316","1","2022-07-01 23:36:52","Converting voting district GeoID to approximate zip code?","<data><data-cleaning>","1","329","2",""
"112319","1","2022-07-02 03:31:38","Best Neural Networks for Models with If Statements","<machine-learning><deep-learning><neural-network>","0","28","0",""
"112320","1","2022-07-02 03:46:34","Can a simple distance to a few nearest data points be used a measure of the uncertainty of a prediction?","<regression><gaussian-process><uncertainty>","1","14","1",""
"112324","1","2022-07-02 09:23:02","PCA followed by UMAP then go into Random Forest","<pca><python-3.x>","2","281","1",""
"112325","1","2022-07-02 09:34:53","Score ties in decision trees and ensemble trees","<machine-learning><random-forest><decision-trees><implementation>","0","47","0",""
"112326","1","2022-07-02 10:40:21","Dealing with variable length videos where frames are multi class in Keras' temporal convolutional networks (TCN)","<keras><convolutional-neural-network><multiclass-classification><implementation>","0","81","0",""
"112328","1","2022-07-02 12:32:57","Image recognition of specific animal drawings with body parts (tiny dataset)","<cnn><image-recognition><image-segmentation>","0","14","0",""
"112329","1","2022-07-02 13:28:43","nn.NLLLoss() gives negative result - what it's mean?","<deep-learning><pytorch><loss>","0","276","0",""
"112333","1","2022-07-02 16:04:36","How to get optimal number of clusters considering 1 and N clusters?","<clustering><k-means>","0","27","0",""
"112334","1","2022-07-02 16:25:09","In LSTM why h_t output twice?","<deep-learning><lstm><pytorch>","1","39","1",""
"112336","1","2022-07-02 18:48:27","I do not understand normalization and standardization","<deep-learning><neural-network><cnn><statistics><normalization>","0","12","0",""
"112339","1","2022-07-02 20:12:09","I have a list of entities and a list of applied tags to those entities. How would I get a list of suggested tags for an entity?","<classification><entity-linking>","0","2","0",""
"112340","1","2022-07-02 20:22:46","When is scaling and centering important?","<normalization><feature-scaling><interpretation>","2","18","0",""
"112341","1","2022-07-02 21:47:43","Outputs from models (trained on different data) as inputs to another model?","<machine-learning><ensemble-modeling>","1","17","1",""
"112344","1","2022-07-02 23:00:44","What happens in a transposed convolution when the stride is bigger than the kernel width/height?","<neural-network><convolutional-neural-network><pytorch><convolution>","0","33","0",""
"112346","1","2022-07-03 00:42:14","Can I use different dataset when performing model stacking?","<machine-learning><machine-learning-model><ensemble-modeling><stacking>","0","50","0",""
"112347","1","2022-07-03 05:28:19","Is the result of my feature encoding numeric or categorical?","<feature-engineering><feature-extraction><encoding><one-hot-encoding>","0","16","0",""
"112349","1","2022-07-03 10:26:22","Error analysis with one large and one small value","<bias><error-handling>","0","8","0",""
"112351","1","2022-07-03 10:58:07","How to understand to what maximum size you can reduce the dimension of data and avoid the curse of the dimensionality?","<machine-learning><clustering><dimensionality-reduction>","2","30","0",""
"112353","1","2022-07-03 13:18:26","Huge datasets for practise","<dataset>","1","50","3",""
"112354","1","2022-07-03 14:05:15","MLOps for beginner","<machine-learning><deep-learning><neural-network><predictive-modeling><mlops>","9","1041","2",""
"112356","1","2022-07-03 14:37:09","Why is ROC-AUC usually shown in GNN papers","<machine-learning><auc><roc><gnn>","0","25","0",""
"112357","1","2022-07-03 14:42:49","Feature engineering for DateTime column","<machine-learning><regression><feature-engineering>","0","52","1",""
"112360","1","2022-07-03 18:36:14","Spark - Group by coulmn_1, and calculate the precentiles of coulmn_2 where the precentile to calculate is in coulmn_3","<apache-spark><pyspark><groupby>","0","163","0",""
"112361","1","2022-07-03 19:54:51","How to test the confidence for a rule based system?","<machine-learning><statistics><metric><hypothesis-testing><confidence>","1","36","1",""
"112362","1","2022-07-03 21:37:25","SciKitLearn - Powerlifting Placing Predictor Recommended Models?","<machine-learning><scikit-learn><linear-regression><data-science-model>","0","17","0",""
"112366","1","2022-07-04 02:10:59","Can label encoder be used to deal with unordered category variables?","<python><scikit-learn><pandas><feature-engineering>","0","25","0",""
"112367","1","2022-07-04 04:24:02","tensorflow beginner demo, is that possible to train a int-num counter?","<deep-learning><tensorflow>","0","15","1",""
"112368","1","2022-07-04 05:06:25","Arguments of OpenIE to extract fewer event triples","<nlp><information-retrieval><language-model><stanford-nlp><information-extraction>","0","16","0",""
"112372","1","2022-07-04 07:58:44","MS Azure Computer Vision Service Performing Worse on More Data","<image-classification><computer-vision><azure-ml>","0","28","1",""
"112373","1","2022-07-04 08:04:47","Style Transfer - how to choose the cnn layers?","<deep-learning><convolutional-neural-network><vgg16><neural-style-transfer>","0","13","0",""
"112374","1","2022-07-04 08:27:27","how to handle soft weight constraints in neural network","<deep-learning><neural-network>","0","22","1",""
"112377","1","2022-07-04 12:06:50","Zernike moment calculations","<mathematics><features>","0","10","0",""
"112378","1","2022-07-04 12:26:57","Understand the reason of embedding and the size inside it in Pytorch","<deep-learning><pytorch><embeddings><ann>","1","26","1",""
"112379","1","2022-07-04 13:02:28","Train a unique model over multiple time series","<machine-learning><time-series><lstm><pytorch><forecasting>","0","20","0",""
"112381","1","2022-07-04 15:08:48","Why does the sigmoid function being not centered on zero means that the gradient will always be the same sign with positive inputs?","<gradient-descent>","0","48","0",""
"112385","1","2022-07-04 16:16:58","What does this statement relative to neural network weight initialization mean?","<neural-network>","1","33","2",""
"112389","1","2022-07-04 16:47:00","How to fine tune n_components parameter in UMAP?","<machine-learning><python><clustering><python-3.x>","0","609","1",""
"112390","1","2022-07-04 16:49:19","Stimulate real time data","<time>","0","16","0",""
"112393","1","2022-07-04 18:06:45","Why doesn't bias initialization matter in general?, while biases are not affected by Gradient Descent so can't later change","<neural-network>","0","27","0",""
"112397","1","2022-07-04 22:27:55","How to convert city name prefix abbreviations?","<data-cleaning><normalization>","0","20","1",""
"112400","1","2022-07-05 00:54:03","Why is a neural network not doing better than multivariate linear regressions?","<machine-learning><deep-learning><linear-regression><hyperparameter>","1","46","0",""
"112401","1","2022-07-05 01:04:41","Newbie in ML - Using error traces to predict issues","<machine-learning><predictive-modeling><machine-learning-model><prediction>","0","15","0",""
"112402","1","2022-07-05 04:20:21","What did Sentence-Bert return here?","<bert><transformer><information-retrieval><huggingface><information-extraction>","0","97","1",""
"112403","1","2022-07-05 05:25:35","Clustering with missing (incomplete) data by design","<clustering><statistics><missing-data>","0","17","0",""
"112404","1","2022-07-05 06:09:45","not able to show evaluation metrics for object detection on MSCOCO like dataset using FASTAI","<python><deep-learning><pytorch><object-detection><fastai>","0","71","0",""
"112406","1","2022-07-05 07:51:02","In Gradient descent, Why the gradient of cost function do not have to be normalized into unit vector","<machine-learning><deep-learning><gradient-descent>","1","62","2",""
"112410","1","2022-07-05 10:09:44","Why is online learning 'much faster' than full-batch? - Neural Networks","<neural-network>","0","22","1",""
"112411","1","2022-07-05 11:33:31","How to find the best optimized combination on generalized assignment problem and multi-dimensional knapsack problem?","<machine-learning><optimization>","0","38","0",""
"112412","1","2022-07-05 12:24:27","Line items matching with PO","<machine-learning><nlp><data-science-model><ocr><fuzzy-classification>","0","16","0",""
"112413","1","2022-07-05 12:39:17","Optimizing utility and square root of divergence via SGD","<reinforcement-learning><optimization>","1","8","0",""
"112414","1","2022-07-05 12:49:01","Tensorflow-directml is not making any processing time difference","<python><tensorflow><computer-vision>","0","264","1",""
"112417","1","2022-07-05 13:59:50","TF - KL divergence vs Cosine similarity","<tensorflow><loss-function>","0","63","0",""
"112420","1","2022-07-05 14:32:15","How to Predict Probabilty that the Customer will buy specific Product?","<deep-learning><time-series><predictive-modeling><feature-selection><machine-learning-model>","0","372","2",""
"112422","1","2022-07-05 15:40:26","Freight Matching ML Algorithms","<machine-learning-model><recommender-system>","0","30","0",""
"112424","1","2022-07-05 16:36:36","Formal conditions on mappings that can NOT be learned from data","<machine-learning><deep-learning><machine-learning-model>","1","51","2",""
"112426","1","2022-07-05 18:02:10","Weighting in an attrition model","<predictive-modeling>","0","6","0",""
"112429","1","2022-07-05 18:50:30","Recommendation engine optimization","<recommender-system><similarity>","1","17","1",""
"112430","1","2022-07-05 21:27:29","Why won’t my Siamese model learn?","<keras><tensorflow><siamese-networks>","1","48","0",""
"112432","1","2022-07-06 01:32:13","In Graph neural network - SAGE why do we normalize with l2 norm in after a k-hop iteration?","<normalization><graph-neural-network>","0","36","0",""
"112433","1","2022-07-06 01:48:43","The observation returned by the `reset()` method is not contained with the observation space","<deep-learning><openai-gym>","0","269","0",""
"112434","1","2022-07-06 01:57:16","Weakly supervised learning with a set of candidate labels","<labels><semi-supervised-learning>","0","8","0",""
"112438","1","2022-07-06 07:23:47","How to get all 3 labels' sentiment from finbert instead of the most likely label's?","<bert><transformer><sentiment-analysis><huggingface>","0","385","1",""
"112440","1","2022-07-06 07:54:24","Should K-modes or K-means be used?","<clustering><k-means><rstudio>","1","48","1",""
"112445","1","2022-07-06 10:13:25","How to incorporate Calendar events in Marketing mix models?","<machine-learning><time-series><linear-regression><marketing>","0","15","0",""
"112452","1","2022-07-06 12:25:20","Difference between variance threshold and VIF","<python>","1","77","2",""
"112453","1","2022-07-06 12:34:28","Machine Learning Model to Translate an Input Time Series to a Target Time Series?","<machine-learning><time-series><lstm><rnn>","0","20","0",""
"112455","1","2022-07-06 13:22:08","Dealing with conditional variables in anomaly detection","<machine-learning><anomaly-detection><binary><dummy-variables>","0","21","0",""
"112457","1","2022-07-06 13:29:11","What does ~\epsilon means in the Bellman equation?","<reinforcement-learning>","1","66","2",""
"112458","1","2022-07-06 14:20:37","Combining a BoW vector with other features: effectivity and feature value ranges","<svm><text-classification><bag-of-words>","0","9","0",""
"112463","1","2022-07-06 16:44:21","The CNN binary classification model bad prediction after adding training data","<python><cnn>","0","29","0",""
"112464","1","2022-07-06 16:58:27","Conceptual question on time series metrics","<time-series><loss-function><forecasting><dynamic-time-warping>","0","10","0",""
"112465","1","2022-07-06 17:29:51","The proper loss function for regression that prediction values do not lie on one side of the real values","<neural-network><classification><regression><loss-function><loss>","1","12","1",""
"112466","1","2022-07-06 17:56:47","Time series analaysis of measured exposures and response - advice sough","<time-series><time>","0","6","0",""
"112467","1","2022-07-06 18:07:16","Handling Covariate Shift and Multi-collinearity in same Dataset","<machine-learning><regression><statistics><correlation>","1","51","1",""
"112468","1","2022-07-06 18:46:43","tensorflow tensor compare with two thresholds then assign","<keras><tensorflow>","0","8","0",""
"112473","1","2022-07-07 05:17:56","Can we use a prediction algorithm like random forest or svm as an objective function for a optimization algorithm?","<predictive-modeling><optimization><scipy>","0","8","0",""
"112474","1","2022-07-07 05:33:37","Multi-dimensional Euclidian R^2 squared - reasonable?","<statistics><linear-regression><linear-algebra><r-squared><goodness-of-fit>","2","72","0",""
"112475","1","2022-07-07 06:25:53","Time series forecast with TensorFlow Probability - seasonality parameters","<tensorflow>","0","24","0",""
"112478","1","2022-07-07 07:57:37","High precision, very low recall on ms azure custom vision model","<image-classification><image-recognition><image-preprocessing><azure-ml>","0","35","0",""
"112479","1","2022-07-07 08:44:30","Split a column in rows in Orange","<orange><transformation><data-table>","0","38","0",""
"112480","1","2022-07-07 09:05:21","detectron2 torch.onnx.export gives device error for all oprtions [cpu, cuda:0 , 0]","<pytorch><object-detection>","0","202","0",""
"112481","1","2022-07-07 10:16:25","Multi classification problem with unique target labels","<multiclass-classification>","0","13","0",""
"112482","1","2022-07-07 11:28:24","What are the best Named entity Recognition (NER) models by language","<nlp><named-entity-recognition>","0","65","0",""
"112484","1","2022-07-07 13:15:26","What's the input shape for an SVM classifier?","<svm>","2","259","1",""
"112485","1","2022-07-07 13:23:43","How to calculate Pointwise Mutual Information (PMI) when working with multiple ngrams","<classification><nlp><text>","1","130","1",""
"112487","1","2022-07-07 14:56:06","How to build a model with variables whose effects might be delayed?","<regression><predictive-modeling><data-science-model><correlation>","1","19","0",""
"112488","1","2022-07-07 16:17:45","Text summarizer apart from Spacy for Python","<python>","0","21","1",""
"112492","1","2022-07-07 18:43:48","RNN basic doubt","<machine-learning><neural-network><nlp><lstm><rnn>","0","19","1",""
"112496","1","2022-07-07 20:10:00","logistic regression,machine learning","<machine-learning><python><logistic-regression><numpy><implementation>","1","393","0",""
"112499","1","2022-07-08 03:22:55","Discrepancy between hyperband best models and identically manually made models","<machine-learning><deep-learning><keras><hyperparameter-tuning><hyperparameter>","0","11","0",""
"112500","1","2022-07-08 07:11:40","How to get attention maps from simple LSTM models for Multi-variate Time Series Classification","<machine-learning><classification><time-series><lstm><visualization>","0","91","0",""
"112503","1","2022-07-08 09:34:39","How to choose a machine learning sampling method?","<machine-learning><multiclass-classification><class-imbalance><smote>","0","21","0",""
"112504","1","2022-07-08 09:43:19","Temporal rows selection for Recurrent Neural Networks","<time-series><lstm><rnn><forecasting><forecast>","0","18","0",""
"112505","1","2022-07-08 10:04:14","How to validate Probabilisitc models when you only need the rankings of the output (Agent - Customer Pairing)?","<machine-learning><predictive-modeling><statistics><data-science-model><model-selection>","0","16","0",""
"112506","1","2022-07-08 10:15:29","How to link/relate predicted entities in named entity recognition?","<machine-learning><nlp><named-entity-recognition><markov-hidden-model><entity-linking>","1","30","0",""
"112507","1","2022-07-08 10:41:39","Which representation of CNN feature maps is correct?","<deep-learning><image-classification><convolutional-neural-network>","1","46","1",""
"112511","1","2022-07-08 12:14:09","Good ratio of positive and negative examples for siamese network","<neural-network><dataset><siamese-networks>","0","40","0",""
"112514","1","2022-07-08 13:21:40","Maximize Target Sum By Filtering Input Features","<machine-learning><optimization>","0","25","0",""
"112516","1","2022-07-08 13:51:41","Using CNN to extract channel network from old maps","<convolutional-neural-network><image-recognition>","0","10","0",""
"112517","1","2022-07-08 14:16:04","What does Optuna actually do in each trial?","<optimization><hyperparameter-tuning>","0","27","0",""
"112519","1","2022-07-08 15:14:02","Does Resnet always perform better than VGG?","<inceptionresnetv2>","0","8","0",""
"112520","1","2022-07-08 16:01:48","Conditional multiplicaiton of two dataFrames","<python><pandas><dataframe>","0","12","1",""
"112524","1","2022-07-08 17:26:37","How to convert machine learning XGBoost ""R"" binary model into CORE ML on iOS Swift?","<machine-learning><classification><r><machine-learning-model><xgboost>","1","29","0",""
"112525","1","2022-07-08 17:48:52","Masking pixels for a CNN","<deep-learning><cnn><backpropagation><masking>","0","29","0",""
"112526","1","2022-07-08 21:07:41","Performance comparison of different activation functions","<python><keras><tensorflow><activation-function>","0","152","0",""
"112527","1","2022-07-08 22:42:46","Why do you apply tanh twice to the hidden state to compute the output?","<lstm>","1","22","0",""
"112529","1","2022-07-09 00:36:23","Which layers are doing image segmentation on AutoEncoders/U-NET?","<deep-learning><computer-vision><feature-extraction><image-recognition><image-segmentation>","0","12","0",""
"112530","1","2022-07-09 03:19:15","How calculate probability when we have continuous features?","<machine-learning><bayesian>","0","22","0",""
"112532","1","2022-07-09 10:35:48","How to capture regularity and seasonality in purchase data?","<machine-learning><predictive-modeling><xgboost><feature-engineering>","1","32","1",""
"112534","1","2022-07-09 15:34:20","How to deal with German ""Umlaute"" in an API request?","<r>","1","37","0",""
"112536","1","2022-07-09 16:38:39","Low validation accuracy when not using shuffled datasets","<machine-learning><deep-learning><neural-network>","2","61","1",""
"112537","1","2022-07-09 17:41:51","The Impact of TV Advertising on Website Traffic","<machine-learning><python><time-series><predictive-modeling><marketing>","0","50","1",""
"112539","1","2022-07-09 19:20:43","How do I scrape data on 'Awards/Recognitions' for a list of actors?","<python><data-analysis><web-scraping>","0","16","0",""
"112540","1","2022-07-09 22:00:03","Error getting prediction explanation using shap_values when using scikit-learn pipeline?","<python><nlp><random-forest><pipelines><shap>","0","476","1",""
"112542","1","2022-07-10 07:25:46","Beginner Question on Understanding Linear Classifier","<image-classification><multilabel-classification><bias><linear-algebra><matrix>","0","28","1",""
"112543","1","2022-07-10 08:26:19","Implementing the backward step for conv2d layers","<tensorflow><convolutional-neural-network><backpropagation><linear-algebra>","0","65","0",""
"112544","1","2022-07-10 08:29:33","How does google indexes text documents?","<indexing><search-engine><elastic-search>","1","25","0",""
"112545","1","2022-07-10 09:28:44","How to classify a ""Trip"" from multiple GPS pings of each Unique ID?","<dataset><data-mining><geospatial>","0","9","0",""
"112547","1","2022-07-10 11:57:09","Adding a human insights into the Vehicle Routing Problem (VRP)","<machine-learning><classification><machine-learning-model><optimization>","0","7","0",""
"112549","1","2022-07-10 12:59:44","Circular data model for wind direction","<deep-learning><neural-network><regression><predictive-modeling>","0","17","0",""
"112553","1","2022-07-10 16:07:30","How does factoring probability distributions help?","<probability><distribution>","0","41","0",""
"112556","1","2022-07-10 19:17:26","Why do RNN text generation models treat word prediction as a classification task?","<rnn><word-embeddings><bert><text-generation>","1","61","1",""
"112559","1","2022-07-11 03:34:20","DQN not learning anything - Reinforcement Learning","<machine-learning><deep-learning><reinforcement-learning>","0","77","1",""
"112560","1","2022-07-11 06:12:28","Show how to obtain decision tree will classify the test instance <sunny,mild,normal,weak>?","<machine-learning><decision-trees>","0","57","1",""
"112562","1","2022-07-11 07:00:10","How to calculate the feature importance of variables synthesized with EFB in LightGBM?","<python><lightgbm><gbm><feature-importances>","0","107","0",""
"112563","1","2022-07-11 08:24:45","Using scipy.minimize to find the maximum likelihood estimates for multivariate gaussian","<optimization><scipy><gaussian><parameter-estimation><multivariate-distribution>","1","442","1",""
"112564","1","2022-07-11 09:15:18","How to Define KPIs for a product solution","<data><data-table><data-product>","0","36","1",""
"112565","1","2022-07-11 09:16:17","Model prohet : multi variate?","<python><time-series><forecasting><forecast><predict>","0","14","0",""
"112566","1","2022-07-11 10:29:14","3DCNN-LSTM with MRI sequences of different sizes","<machine-learning><keras><lstm>","0","13","0",""
"112569","1","2022-07-11 13:37:00","How to enforce sigmoid output of 0.5 for NN with multiple outputs?","<machine-learning><neural-network><loss-function>","0","97","0",""
"112573","1","2022-07-11 16:24:29","Trying to bootstrap code from another script i build using one-hot-encodeing, this time i don't need to encode","<machine-learning><scikit-learn><anomaly-detection>","0","10","0",""
"112575","1","2022-07-11 16:51:41","calculating derivative of bias in backpropagation","<neural-network><gradient-descent><backpropagation><gradient><derivation>","0","81","0",""
"112576","1","2022-07-11 17:28:31","Spot Logistic Regression Training Error","<classification><logistic-regression><accuracy><overfitting><mlp>","0","77","1",""
"112577","1","2022-07-11 17:38:38","Neural network loss not dropping to expected levels","<machine-learning><python><neural-network><keras>","1","31","0",""
"112578","1","2022-07-11 20:26:12","emotional ontology for textual emotion detection","<nlp><ai>","0","19","0",""
"112580","1","2022-07-12 04:00:23","Validation error approaches the same value for many hyperparameters","<machine-learning><keras><rnn><cross-validation>","0","20","0",""
"112583","1","2022-07-12 07:21:55","Best way to store ""small"" data","<dataset><state-of-the-art><relational-dbms><best-practice>","0","22","0",""
"112584","1","2022-07-12 07:39:29","Describe changes in atmosphere data - mathematical solutions","<dataset><histogram>","0","10","0",""
"112586","1","2022-07-12 09:48:17","Inputting time based features such as day of week into Deep Learning Model","<time-series><lstm>","0","47","0",""
"112589","1","2022-07-12 13:02:29","DeepSORT features","<object-detection><yolo><object-recognition>","1","40","1",""
"112590","1","2022-07-12 13:27:53","Keras changing from ndarray to tensorflow data leads to error","<python><keras><tensorflow><dataset>","0","46","0",""
"112591","1","2022-07-12 13:34:32","How to build a multi caption image generator model?","<deep-learning><computer-vision>","0","10","0",""
"112592","1","2022-07-12 13:49:35","Voting Regression models, other approaches than averaging the results from each estimators","<python><scikit-learn><regression><ensemble-modeling>","0","42","1",""
"112594","1","2022-07-12 18:50:21","Small dataset: minimum bounding sphere?","<model-selection>","0","13","0",""
"112596","1","2022-07-12 19:54:59","Best Clustering Method for Dataset with Few Distinct Values","<clustering><recommender-system><unsupervised-learning>","1","19","1",""
"112597","1","2022-07-12 21:15:10","The need to normalize data in xgb or ensemble models","<normalization>","0","7","0",""
"112598","1","2022-07-12 21:18:21","How special tokens in BERT-Transformers work?","<deep-learning><nlp><feature-selection>","1","1214","1",""
"112599","1","2022-07-12 23:21:07","How can I map the amplitude of an ECG signal in relation to the time stamp?","<python><data-mining><data><preprocessing>","0","20","0",""
"112600","1","2022-07-12 23:58:49","Dealing with class imbalance in test set","<data-science-model><data-wrangling>","2","64","0",""
"112601","1","2022-07-13 05:40:01","How to create an A* Algorithm on geospatial data using custom heuristics","<optimization><algorithms><graphs><geospatial>","0","18","0",""
"112602","1","2022-07-13 06:57:59","Which optimization algorithm or method do I use?","<optimization>","0","34","0",""
"112604","1","2022-07-13 08:53:30","Article extraction from newspapers","<machine-learning><machine-learning-model><computer-vision><object-detection><text>","0","13","0",""
"112606","1","2022-07-13 10:05:08","What causes the loss to be nan and accuracy to not improve?","<deep-learning><tensorflow><time-series><lstm><loss-function>","0","51","0",""
"112607","1","2022-07-13 11:09:13","Some classes are not present in test set after train-test split","<scikit-learn><pandas>","3","263","1",""
"112609","1","2022-07-13 11:52:35","job roles hierarchy formation literature","<machine-learning><deep-learning><ai>","0","18","0",""
"112610","1","2022-07-13 12:57:09","Is there a typo in the XGBoost example in the paper?","<xgboost>","1","31","0",""
"112611","1","2022-07-13 13:37:55","Are feature importances of ensemble methods sensible interpretable?","<machine-learning><random-forest><decision-trees><xgboost><ensemble-modeling>","2","155","2",""
"112618","1","2022-07-13 16:26:49","Learning a polynomial rational function from its power series expansion","<regression><linear-regression><numerical>","0","10","0",""
"112619","1","2022-07-13 17:13:45","How to determine causal inference in Python with both discrete and categorical variables and continuous target variable?","<statistics><python-3.x><causalimpact>","0","62","0",""
"112622","1","2022-07-13 19:47:09","What does this value function of a parameterized policy mean? and is it related to TRPO in RL?","<reinforcement-learning><policy-gradients>","0","27","1",""
"112623","1","2022-07-13 20:34:37","How to efficiently add multi index data frames?","<python><pandas>","0","29","0",""
"112624","1","2022-07-13 20:56:48","Can I distill knowledge across different neural network frameworks?","<deep-learning><neural-network><knowledge-distillation>","1","17","0",""
"112626","1","2022-07-13 21:24:06","SkLearn DecisionTree doesn't include numerical variables after one hot encoding pipeline","<scikit-learn><supervised-learning><transformer><pipelines>","0","31","1",""
"112627","1","2022-07-13 22:53:44","How To Match a User with Another User Based on Similar Spotify Music Taste?","<machine-learning><python><clustering><similarity><vector-space-models>","0","78","0",""
"112628","1","2022-07-14 04:04:34","How does CLS token having meaning of the sentence in BERT","<deep-learning><nlp>","0","25","0",""
"112630","1","2022-07-14 05:47:34","Question about PCA application in Random Forest","<machine-learning><python><scikit-learn><random-forest><training>","0","23","0",""
"112631","1","2022-07-14 06:44:12","Adding rows with changing variable values in R","<r><dataframe><matrix>","0","17","0",""
"112632","1","2022-07-14 07:35:51","Deep learning approach for calibration of raw data using reference measurements and a recurrent neural network (LSTM)","<machine-learning><lstm>","1","22","1",""
"112633","1","2022-07-14 07:44:27","Python library for recommendation engine","<dataset><recommender-system>","0","30","1",""
"112637","1","2022-07-14 09:00:33","Training deep neural networks with ReLU output layer for verification","<deep-learning><neural-network><training><loss-function><activation-function>","0","113","1",""
"112638","1","2022-07-14 10:00:43","How to do matrix multiplication in keras or tensorflow with None shape at the front","<keras><tensorflow>","0","72","0",""
"112639","1","2022-07-14 11:03:01","How to extract .gz files & query large big dataset for EDA (using AWS)?","<data-cleaning><aws><exploratory-factor-analysis>","0","11","0",""
"112640","1","2022-07-14 11:31:56","Clustering ordered categorical data","<python><clustering><unsupervised-learning><categorical-data>","2","75","1",""
"112641","1","2022-07-14 12:51:39","Defining a Python operation with a gradient in TensorFlow 2","<tensorflow><gradient>","0","12","0",""
"112642","1","2022-07-14 12:54:51","Why XGboost does not work on small dataset","<scikit-learn><xgboost>","2","210","1",""
"112643","1","2022-07-14 13:11:48","How To Shuffle Long-Short-Term-Memory Or Gated-Recurrent-Unit Layer Cells Operation?","<python><lstm><rnn><gru><recurrent-neural-network>","0","4","0",""
"112644","1","2022-07-14 13:24:44","What is the best way to label image data?","<machine-learning><image-recognition><image-preprocessing><azure-ml>","0","14","0",""
"112649","1","2022-07-14 15:10:39","Clustering or classification to identify characteristics that unite first time participants vs repeating participants","<classification><clustering><model-selection>","0","10","0",""
"112653","1","2022-07-14 15:39:20","weights of coocurrence matrix in glove","<word-embeddings><stanford-nlp>","0","16","1",""
"112658","1","2022-07-14 18:16:38","Can stress majorization in GraphViz's neato generate 3D layouts","<graphviz>","1","68","2",""
"112661","1","2022-07-14 20:55:50","Why only discrete labels are used for (semi-)supervised VAEs?","<semi-supervised-learning><vae>","1","13","0",""
"112663","1","2022-07-14 21:25:12","Image Normalization vs Dataset Normalization","<normalization><image-preprocessing>","0","13","0",""
"112665","1","2022-07-14 22:00:07","Binary Classification with Very Small Dataset (<40 samples)","<machine-learning><scikit-learn><binary-classification>","2","189","2",""
"112666","1","2022-07-14 22:17:49","Does Google Document AI Form Parser learn from Human In The Loop?","<machine-learning><ai><parsing><google-cloud>","1","37","0",""
"112667","1","2022-07-14 22:48:03","Are there known meanings or topics associated with pretrained word embeddings?","<nlp><word-embeddings><word2vec><text-classification>","0","8","0",""
"112668","1","2022-07-14 22:53:03","Orange: Linux (WSL2): GLX 1.3 or later is required","<orange>","0","243","1",""
"112669","1","2022-07-14 23:38:30","Loading a model saved in s3 to SageMaker instance","<python><machine-learning-model><aws><sagemaker>","0","167","0",""
"112673","1","2022-07-15 04:32:33","Deep learning model to predict the actual input values","<deep-learning><autoencoder>","1","25","0",""
"112674","1","2022-07-15 05:37:02","Why are we training Segment Embedding in BERT?","<deep-learning><nlp>","0","33","0",""
